#Line    Trace        X           Y           Time        Flag            FaultName 
1781   4222     573887.500    4209177.881       1137.200   6                    F01
1781   4205     573887.500    4208961.428       1303.800   6                    F01
1781   4189     573887.500    4208757.208       1497.200   6                    F01
1781   4170     573887.500    4208527.844       1700.600   6                    F01
1781   4154     573887.500    4208319.543       1891.600   6                    F01
1781   4136     573887.500    4208094.598       2068.000   6                    F01
1781   4113     573887.500    4207807.122       2259.200   6                    F01
1781   4085     573887.500    4207465.286       2479.600   6                    F01
1781   4044     573887.500    4206952.868       2753.800   6                    F01
1781   4014     573887.500    4206578.067       2915.600   6                    F01
1781   3985     573887.500    4206215.500       3045.400   6                    F01
1781   3955     573887.500    4205836.282       3175.400   6                    F01
1781   3903     573887.500    4205182.165       3356.600   6                    F01
1781   3852     573887.500    4204552.856       3511.000   6                    F01
1781   3818     573887.500    4204128.106       3633.400   6                    F01
1781   3780     573887.500    4203653.064       3790.200   6                    F01
1801   4232     574137.500    4209294.433       1132.200   7                    F01
1801   4215     574137.500    4209086.132       1245.000   7                    F01
1801   4202     574137.500    4208923.709       1374.800   7                    F01
1801   4188     574137.500    4208752.789       1519.400   7                    F01
1801   4171     574137.500    4208536.337       1739.800   7                    F01
1801   4154     574137.500    4208323.620       1984.800   7                    F01
1801   4133     574137.500    4208065.374       2173.400   7                    F01
1801   4111     574137.500    4207781.979       2349.800   7                    F01
1801   4097     574137.500    4207611.401       2462.400   7                    F01
1801   4067     574137.500    4207236.261       2680.400   7                    F01
1801   4040     574137.500    4206894.763       2822.400   7                    F01
1801   4009     574137.500    4206511.126       2962.200   7                    F01
1801   3982     574137.500    4206178.122       3065.200   7                    F01
1801   3943     574137.500    4205690.509       3209.600   7                    F01
1801   3909     574137.500    4205265.417       3319.800   7                    F01
1801   3870     574137.500    4204773.727       3462.000   7                    F01
1801   3835     574137.500    4204336.401       3599.200   7                    F01
1801   3802     574137.500    4203927.963       3719.200   7                    F01
1801   3790     574137.500    4203778.112       3758.400   7                    F01
1811   4249     574262.500    4209515.301       1127.400   8                    F01
