#Line    Trace        X           Y           Time        Flag            FaultName 
811   3992     561762.500    4206294.332       2041.000   1                    F02
811   3966     561762.500    4205973.562       2175.800   1                    F02
811   3944     561762.500    4205702.740       2303.200   1                    F02
811   3888     561762.500    4205002.752       2587.400   1                    F02
811   3843     561762.500    4204435.964       2734.400   1                    F02
811   3807     561762.500    4203990.145       2856.800   1                    F02
811   3771     561762.500    4203532.094       3006.400   1                    F02
811   3731     561762.500    4203040.063       3153.200   1                    F02
811   3695     561762.500    4202590.166       3295.400   1                    F02
811   3660     561762.500    4202144.347       3425.200   1                    F02
811   3617     561762.500    4201615.279       3574.600   1                    F02
811   3561     561762.500    4200907.134       3731.200   1                    F02
1292   3763     567773.761    4203437.499       2830.000   2                    F02
1288   3763     567727.890    4203437.499       2815.200   2                    F02
1276   3763     567578.037    4203437.499       2805.400   2                    F02
1259   3763     567357.166    4203437.499       2798.000   2                    F02
1233   3763     567031.977    4203437.499       2739.200   2                    F02
1211   3763     566757.079    4203437.499       2732.000   2                    F02
1192   3763     566523.636    4203437.499       2719.800   2                    F02
1175   3763     566307.183    4203437.499       2690.400   2                    F02
1160   3763     566127.768    4203437.499       2680.600   2                    F02
1150   3763     565998.644    4203437.499       2710.000   2                    F02
1138   3763     565848.793    4203437.499       2746.600   2                    F02
1118   3763     565594.622    4203437.499       2790.800   2                    F02
1092   3763     565269.432    4203437.499       2832.400   2                    F02
1075   3763     565057.058    4203437.499       2861.800   2                    F02
1057   3763     564832.109    4203437.499       2898.600   2                    F02
1032   3763     564519.493    4203437.499       2886.200   2                    F02
997   3763     564090.325    4203437.499       2891.200   2                    F02
974   3763     563802.854    4203437.499       2903.400   2                    F02
953   3763     563540.528    4203437.499       2950.000   2                    F02
932   3763     563273.784    4203437.499       2977.000   2                    F02
907   3763     562957.090    4203437.499       2950.000   2                    F02
888   3763     562719.570    4203437.499       2947.600   2                    F02
852   3763     562273.751    4203437.499       3021.000   2                    F02
823   3763     561911.184    4203437.499       3050.400   2                    F02
803   3763     561661.431    4203437.499       3038.200   2                    F02
783   3763     561415.415    4203437.499       3035.800   2                    F02
771   3763     561265.563    4203437.499       3006.400   2                    F02
753   3763     561032.120    4203437.499       2981.800   2                    F02
738   3763     560844.550    4203437.499       2994.000   2                    F02
713   3763     560540.429    4203437.499       3040.600   2                    F02
689   3763     560236.308    4203437.499       3109.200   2                    F02
821   4085     561887.500    4207461.205       1524.200   3                    F02
821   4055     561887.500    4207090.484       1705.400   3                    F02
821   4024     561887.500    4206694.619       1881.800   3                    F02
821   3990     561887.500    4206273.604       2043.400   3                    F02
821   3964     561887.500    4205952.834       2168.400   3                    F02
821   3941     561887.500    4205657.207       2315.400   3                    F02
821   3912     561887.500    4205298.717       2464.800   3                    F02
821   3884     561887.500    4204944.646       2599.600   3                    F02
821   3843     561887.500    4204440.380       2724.400   3                    F02
821   3803     561887.500    4203936.117       2883.800   3                    F02
821   3775     561887.500    4203586.123       2998.800   3                    F02
821   3748     561887.500    4203248.699       3106.600   3                    F02
821   3712     561887.500    4202798.803       3236.400   3                    F02
821   3668     561887.500    4202244.591       3388.400   3                    F02
821   3625     561887.500    4201711.443       3555.000   3                    F02
821   3580     561887.500    4201148.733       3675.000   3                    F02
821   3547     561887.501    4200732.137       3755.800   3                    F02
831   4048     562012.500    4206994.662       1752.200   4                    F02
831   4011     562012.500    4206540.349       1948.000   4                    F02
831   3965     562012.500    4205961.327       2153.800   4                    F02
831   3939     562012.500    4205632.061       2313.000   4                    F02
831   3900     562012.500    4205148.864       2514.000   4                    F02
831   3865     562012.500    4204707.125       2653.600   4                    F02
831   3832     562012.500    4204294.607       2759.000   4                    F02
831   3803     562012.500    4203936.117       2883.800   4                    F02
831   3757     562012.500    4203361.175       3067.600   4                    F02
831   3694     562012.500    4202573.858       3300.200   4                    F02
831   3632     562012.500    4201802.849       3508.400   4                    F02
831   3570     562012.500    4201019.610       3694.600   4                    F02
831   3545     562012.501    4200711.411       3748.400   4                    F02
841   4010     562137.500    4206527.776       1926.000   5                    F02
841   3980     562137.500    4206148.897       2080.400   5                    F02
841   3953     562137.500    4205807.058       2234.600   5                    F02
841   3923     562137.500    4205440.414       2379.200   5                    F02
841   3874     562137.500    4204827.755       2597.200   5                    F02
841   3826     562137.500    4204223.589       2781.000   5                    F02
841   3792     562137.500    4203794.421       2937.600   5                    F02
841   3761     562137.500    4203411.126       3060.200   5                    F02
841   3736     562137.500    4203098.849       3141.000   5                    F02
841   3700     562137.500    4202653.030       3253.600   5                    F02
841   3691     562137.500    4202532.061       3292.800   5                    F02
651   4194     559762.500    4208827.886       1122.400   6                    F02
651   4173     559762.500    4208561.141       1257.200   6                    F02
651   4149     559762.500    4208265.175       1404.200   6                    F02
651   4121     559762.500    4207911.104       1524.200   6                    F02
651   4099     559762.500    4207636.205       1612.400   6                    F02
651   4077     559762.500    4207360.967       1747.200   6                    F02
651   4040     559762.500    4206894.420       1982.400   6                    F02
651   4013     559762.500    4206561.077       2112.200   6                    F02
651   3976     559762.500    4206098.607       2283.600   6                    F02
651   3931     559762.500    4205536.236       2494.200   6                    F02
651   3890     559762.500    4205023.479       2714.600   6                    F02
651   3857     559762.500    4204606.884       2854.200   6                    F02
651   3827     559762.500    4204240.240       2967.000   6                    F02
651   3784     559762.500    4203698.595       3160.600   6                    F02
651   3745     559762.500    4203206.905       3288.000   6                    F02
651   3708     559762.500    4202748.516       3403.200   6                    F02
651   3662     559762.500    4202169.494       3506.000   6                    F02
651   3624     559762.500    4201698.531       3577.000   6                    F02
651   3595     559762.500    4201331.887       3657.800   6                    F02
651   3571     559762.500    4201031.841       3716.600   6                    F02
661   4187     559887.500    4208740.215       1115.200   7                    F02
661   4154     559887.500    4208323.620       1318.400   7                    F02
661   4124     559887.500    4207948.482       1443.400   7                    F02
661   4104     559887.500    4207702.807       1551.200   7                    F02
661   4081     559887.500    4207415.337       1695.600   7                    F02
661   4052     559887.500    4207052.767       1874.400   7                    F02
661   4015     559887.500    4206581.804       2099.800   7                    F02
661   3973     559887.500    4206065.307       2286.000   7                    F02
661   3930     559887.500    4205527.743       2464.800   7                    F02
661   3891     559887.500    4205036.053       2660.800   7                    F02
661   3846     559887.500    4204478.100       2874.000   7                    F02
661   3800     559887.500    4203898.739       3082.200   7                    F02
661   3751     559887.500    4203286.077       3246.400   7                    F02
661   3714     559887.500    4202828.026       3354.000   7                    F02
661   3663     559887.500    4202181.728       3469.200   7                    F02
661   3622     559887.500    4201673.726       3574.400   7                    F02
661   3571     559887.500    4201031.841       3701.800   7                    F02
681   4180     560137.500    4208652.886       1115.200   8                    F02
681   4157     560137.500    4208360.998       1235.200   8                    F02
681   4125     560137.500    4207956.975       1362.600   8                    F02
681   4095     560137.500    4207581.835       1529.200   8                    F02
681   4066     560137.500    4207227.764       1715.200   8                    F02
681   4038     560137.500    4206873.693       1901.600   8                    F02
681   4001     560137.500    4206411.223       2109.600   8                    F02
681   3961     560137.500    4205915.456       2298.400   8                    F02
681   3924     560137.500    4205452.648       2445.200   8                    F02
681   3899     560137.500    4205135.955       2562.800   8                    F02
681   3863     560137.500    4204681.640       2749.000   8                    F02
681   3816     560137.500    4204102.617       2935.200   8                    F02
681   3758     560137.500    4203377.825       3163.000   8                    F02
681   3718     560137.500    4202877.639       3297.600   8                    F02
681   3649     560137.500    4202011.147       3498.600   8                    F02
681   3613     560137.500    4201565.328       3591.600   8                    F02
681   3568     560137.500    4201002.959       3689.600   8                    F02
691   4137     560262.500    4208115.325       1259.600   9                    F02
691   4111     560262.500    4207786.059       1419.000   9                    F02
691   4086     560262.500    4207469.362       1597.800   9                    F02
691   4051     560262.500    4207040.194       1793.600   9                    F02
691   4020     560262.500    4206648.745       1972.600   9                    F02
691   3984     560262.500    4206194.771       2158.600   9                    F02
691   3963     560262.500    4205940.600       2278.800   9                    F02
691   3939     560262.500    4205640.557       2379.200   9                    F02
691   3902     560262.500    4205169.591       2550.600   9                    F02
691   3866     560262.500    4204723.775       2709.800   9                    F02
691   3823     560262.500    4204190.627       2886.200   9                    F02
691   3780     560262.500    4203653.063       3040.400   9                    F02
691   3746     560262.500    4203219.478       3185.000   9                    F02
691   3707     560262.500    4202740.359       3344.200   9                    F02
691   3660     560262.500    4202152.843       3474.000   9                    F02
691   3617     560262.500    4201611.202       3584.400   9                    F02
691   3568     560262.500    4201002.959       3709.200   9                    F02
691   3552     560262.501    4200794.662       3758.200   9                    F02
641   4197     559637.500    4208861.187       1132.200   10                    F02
641   4175     559637.500    4208581.872       1262.200   10                    F02
641   4139     559637.500    4208136.053       1465.400   10                    F02
641   4111     559637.500    4207786.059       1615.000   10                    F02
641   4074     559637.500    4207323.589       1818.200   10                    F02
641   4033     559637.500    4206815.246       2028.800   10                    F02
641   3991     559637.500    4206290.255       2222.400   10                    F02
641   3956     559637.500    4205844.436       2371.800   10                    F02
641   3922     559637.500    4205427.840       2570.400   10                    F02
641   3886     559637.500    4204969.451       2768.800   10                    F02
641   3849     559637.500    4204506.981       2940.200   10                    F02
641   3800     559637.500    4203902.819       3116.400   10                    F02
641   3743     559637.500    4203190.255       3310.000   10                    F02
641   3693     559637.500    4202557.207       3452.200   10                    F02
641   3641     559637.500    4201911.248       3552.400   10                    F02
641   3610     559637.500    4201527.950       3653.000   10                    F02
631   4202     559512.500    4208923.708       1122.400   11                    F02
631   4173     559512.500    4208565.221       1276.800   11                    F02
631   4147     559512.500    4208240.368       1421.400   11                    F02
631   4121     559512.500    4207911.104       1583.000   11                    F02
631   4089     559512.500    4207507.079       1759.400   11                    F02
631   4059     559512.500    4207131.942       1926.000   11                    F02
631   4025     559512.500    4206715.343       2114.600   11                    F02
631   3989     559512.500    4206261.031       2261.600   11                    F02
631   3959     559512.500    4205890.310       2384.000   11                    F02
631   3926     559512.500    4205477.791       2545.800   11                    F02
631   3886     559512.500    4204969.451       2793.200   11                    F02
631   3852     559512.500    4204548.778       2954.800   11                    F02
631   3810     559512.500    4204023.784       3106.800   11                    F02
631   3768     559512.500    4203494.716       3248.800   11                    F02
631   3732     559512.500    4203048.559       3346.600   11                    F02
631   3690     559512.500    4202523.565       3474.200   11                    F02
631   3626     559512.500    4201723.675       3613.800   11                    F02
621   4212     559387.500    4209044.338       1117.600   12                    F02
621   4175     559387.500    4208581.872       1308.600   12                    F02
621   4138     559387.500    4208123.479       1497.200   12                    F02
621   4100     559387.500    4207648.437       1690.800   12                    F02
621   4066     559387.500    4207219.268       1916.200   12                    F02
621   4022     559387.500    4206669.472       2129.200   12                    F02
621   3984     559387.500    4206202.926       2293.400   12                    F02
621   3949     559387.500    4205761.187       2462.400   12                    F02
621   3908     559387.500    4205248.766       2683.000   12                    F02
621   3875     559387.500    4204840.325       2854.400   12                    F02
621   3824     559387.500    4204194.365       3040.600   12                    F02
621   3782     559387.500    4203677.868       3187.600   12                    F02
621   3750     559387.500    4203277.923       3295.400   12                    F02
621   3717     559387.500    4202860.988       3415.400   12                    F02
621   3677     559387.500    4202365.221       3515.800   12                    F02
621   3636     559387.500    4201848.723       3579.400   12                    F02
621   3585     559387.500    4201215.334       3657.800   12                    F02
611   4211     559262.500    4209040.258       1129.800   13                    F02
611   4185     559262.500    4208715.410       1240.000   13                    F02
611   4149     559262.500    4208261.095       1431.200   13                    F02
611   4123     559262.500    4207931.832       1561.000   13                    F02
611   4103     559262.500    4207686.156       1678.600   13                    F02
611   4059     559262.500    4207131.942       1962.800   13                    F02
611   4042     559262.500    4206919.567       2050.800   13                    F02
611   4016     559262.500    4206598.455       2180.800   13                    F02
611   3982     559262.500    4206173.705       2340.000   13                    F02
611   3948     559262.500    4205744.875       2506.400   13                    F02
611   3920     559262.500    4205402.697       2653.400   13                    F02
611   3886     559262.500    4204969.451       2817.600   13                    F02
611   3844     559262.500    4204452.953       2986.600   13                    F02
611   3801     559262.500    4203915.389       3123.800   13                    F02
611   3752     559262.500    4203302.727       3285.400   13                    F02
611   3702     559262.500    4202677.837       3430.000   13                    F02
611   3651     559262.500    4202031.875       3545.200   13                    F02
611   3608     559262.500    4201494.311       3658.000   13                    F02
611   3560     559262.500    4200894.564       3746.000   13                    F02
581   4225     558887.500    4209206.762       1120.000   14                    F02
581   4200     558887.500    4208894.488       1242.600   14                    F02
581   4165     558887.500    4208465.319       1414.000   14                    F02
581   4136     558887.500    4208098.675       1561.000   14                    F02
581   4105     558887.500    4207715.380       1717.800   14                    F02
581   4081     558887.500    4207415.337       1877.000   14                    F02
581   4055     558887.500    4207086.068       2041.000   14                    F02
581   4025     558887.500    4206715.343       2200.400   14                    F02
581   4004     558887.500    4206448.601       2332.600   14                    F02
581   3968     558887.500    4206002.782       2526.200   14                    F02
581   3930     558887.500    4205523.665       2710.000   14                    F02
581   3899     558887.500    4205140.371       2842.200   14                    F02
581   3850     558887.500    4204519.555       3030.600   14                    F02
581   3815     558887.500    4204081.890       3133.600   14                    F02
581   3782     558887.500    4203669.375       3241.400   14                    F02
581   3744     558887.500    4203202.489       3337.000   14                    F02
581   3712     558887.500    4202794.387       3395.800   14                    F02
581   3678     558887.500    4202369.637       3449.600   14                    F02
581   3649     558887.500    4202011.147       3508.400   14                    F02
581   3622     558887.500    4201678.142       3550.000   14                    F02
581   3580     558887.500    4201152.813       3613.800   14                    F02
601   4220     559137.500    4209144.240       1120.000   15                    F02
601   4194     559137.500    4208827.886       1225.400   15                    F02
601   4161     559137.500    4208410.949       1396.800   15                    F02
601   4134     559137.500    4208073.528       1512.000   15                    F02
601   4094     559137.500    4207573.681       1739.800   15                    F02
601   4064     559137.500    4207202.617       1926.000   15                    F02
601   4033     559137.500    4206815.246       2092.600   15                    F02
601   4002     559137.500    4206427.874       2269.000   15                    F02
601   3966     559137.500    4205973.562       2462.400   15                    F02
601   3925     559137.500    4205461.141       2663.400   15                    F02
601   3890     559137.500    4205019.402       2837.200   15                    F02
601   3848     559137.500    4204502.904       3008.800   15                    F02
601   3814     559137.500    4204069.317       3104.200   15                    F02
601   3759     559137.500    4203386.321       3280.600   15                    F02
601   3707     559137.500    4202740.359       3420.200   15                    F02
601   3654     559137.500    4202069.253       3535.400   15                    F02
601   3616     559137.500    4201594.552       3621.200   15                    F02
601   3571     559137.500    4201036.260       3684.800   15                    F02
591   4221     559012.500    4209161.229       1110.200   16                    F02
591   4196     559012.500    4208844.536       1242.600   16                    F02
591   4163     559012.500    4208440.172       1404.200   16                    F02
591   4124     559012.500    4207952.898       1590.400   16                    F02
591   4101     559012.500    4207665.087       1725.000   16                    F02
591   4074     559012.500    4207319.512       1906.400   16                    F02
591   4041     559012.500    4206906.994       2095.000   16                    F02
591   4010     559012.500    4206519.280       2259.200   16                    F02
591   3987     559012.500    4206236.226       2384.000   16                    F02
591   3957     559012.500    4205861.089       2550.600   16                    F02
591   3924     559012.500    4205452.648       2690.200   16                    F02
591   3871     559012.500    4204781.881       2932.800   16                    F02
591   3826     559012.500    4204227.666       3082.200   16                    F02
591   3781     559012.500    4203665.294       3224.400   16                    F02
591   3744     559012.500    4203194.332       3332.200   16                    F02
591   3695     559012.500    4202586.089       3435.000   16                    F02
591   3658     559012.500    4202127.700       3513.400   16                    F02
591   3615     559012.500    4201590.474       3586.800   16                    F02
591   3581     559012.500    4201161.306       3650.600   16                    F02
571   4229     558762.500    4209257.055       1122.400   17                    F02
571   4203     558762.500    4208931.865       1254.800   17                    F02
571   4175     558762.500    4208585.949       1391.800   17                    F02
571   4147     558762.500    4208231.878       1526.600   17                    F02
571   4124     558762.500    4207944.402       1651.600   17                    F02
571   4095     558762.500    4207590.331       1823.000   17                    F02
571   4071     558762.500    4207286.211       1972.400   17                    F02
571   4045     558762.500    4206961.022       2124.400   17                    F02
571   4023     558762.500    4206686.123       2261.600   17                    F02
571   3997     558762.500    4206360.933       2406.000   17                    F02
571   3958     558762.500    4205873.659       2619.200   17                    F02
571   3929     558762.500    4205511.092       2746.600   17                    F02
571   3893     558762.500    4205065.273       2888.600   17                    F02
571   3860     558762.500    4204648.678       3008.600   17                    F02
571   3818     558762.500    4204127.764       3163.000   17                    F02
571   3775     558762.500    4203590.200       3270.800   17                    F02
571   3740     558762.500    4203148.800       3349.200   17                    F02
571   3704     558762.500    4202702.642       3408.000   17                    F02
571   3664     558762.500    4202194.640       3488.800   17                    F02
571   3621     558762.500    4201661.153       3537.800   17                    F02
571   3584     558762.500    4201198.684       3601.400   17                    F02
561   4234     558637.500    4209327.733       1115.200   18                    F02
561   4208     558637.500    4208998.464       1225.400   18                    F02
561   4177     558637.500    4208607.015       1406.600   18                    F02
561   4146     558637.500    4208219.301       1553.600   18                    F02
561   4116     558637.500    4207844.503       1705.400   18                    F02
561   4091     558637.500    4207535.961       1857.400   18                    F02
561   4065     558637.500    4207215.191       2028.800   18                    F02
561   4043     558637.500    4206940.294       2146.400   18                    F02
561   4026     558637.500    4206727.916       2244.400   18                    F02
561   3994     558637.500    4206319.478       2442.800   18                    F02
561   3971     558637.500    4206032.006       2570.200   18                    F02
561   3945     558637.500    4205715.313       2687.800   18                    F02
561   3905     558637.500    4205215.127       2861.800   18                    F02
561   3868     558637.500    4204744.503       3011.200   18                    F02
561   3817     558637.500    4204111.113       3165.600   18                    F02
561   3777     558637.500    4203615.343       3275.800   18                    F02
561   3744     558637.500    4203198.751       3351.600   18                    F02
561   3718     558637.500    4202877.639       3412.800   18                    F02
561   3681     558637.500    4202406.676       3484.000   18                    F02
561   3636     558637.500    4201848.723       3557.400   18                    F02
561   3594     558637.500    4201319.314       3594.200   18                    F02
561   3577     558637.500    4201106.939       3613.800   18                    F02
551   4235     558512.500    4209331.811       1120.000   19                    F02
551   4202     558512.500    4208919.292       1308.600   19                    F02
551   4167     558512.500    4208490.124       1475.200   19                    F02
551   4133     558512.500    4208060.955       1639.400   19                    F02
551   4099     558512.500    4207640.282       1830.400   19                    F02
551   4055     558512.500    4207090.148       2082.800   19                    F02
551   4023     558512.500    4206690.200       2269.000   19                    F02
551   3995     558512.500    4206336.129       2425.600   19                    F02
551   3950     558512.500    4205769.341       2663.200   19                    F02
551   3901     558512.500    4205165.175       2874.000   19                    F02
551   3854     558512.500    4204573.583       3069.800   19                    F02
551   3802     558512.500    4203923.543       3224.200   19                    F02
551   3745     558512.500    4203206.905       3351.600   19                    F02
551   3698     558512.500    4202619.390       3442.200   19                    F02
551   3646     558512.500    4201973.769       3515.800   19                    F02
551   3603     558512.500    4201432.128       3572.000   19                    F02
551   3570     558512.500    4201023.687       3613.800   19                    F02
531   4238     558262.500    4209369.527       1122.400   20                    F02
531   4208     558262.500    4208994.390       1279.200   20                    F02
531   4168     558262.500    4208494.542       1502.200   20                    F02
531   4138     558262.500    4208119.402       1673.600   20                    F02
531   4104     558262.500    4207702.807       1852.400   20                    F02
531   4064     558262.500    4207202.617       2070.400   20                    F02
531   4029     558262.500    4206765.294       2254.200   20                    F02
531   3978     558262.500    4206127.831       2514.000   20                    F02
531   3928     558262.500    4205502.938       2773.600   20                    F02
531   3876     558262.500    4204852.898       3011.200   20                    F02
531   3820     558262.500    4204152.569       3207.200   20                    F02
531   3778     558262.500    4203619.762       3310.000   20                    F02
531   3738     558262.500    4203119.576       3388.200   20                    F02
531   3691     558262.500    4202531.722       3447.200   20                    F02
531   3639     558262.500    4201882.024       3506.000   20                    F02
531   3568     558262.500    4201002.959       3574.600   20                    F02
541   4234     558387.500    4209319.237       1122.400   21                    F02
541   4212     558387.500    4209048.418       1242.600   21                    F02
541   4180     558387.500    4208652.886       1399.200   21                    F02
541   4149     558387.500    4208257.021       1563.400   21                    F02
541   4114     558387.500    4207827.852       1759.400   21                    F02
541   4088     558387.500    4207502.663       1926.000   21                    F02
541   4053     558387.500    4207065.340       2124.400   21                    F02
541   4025     558387.500    4206715.343       2278.800   21                    F02
541   3988     558387.500    4206252.877       2467.400   21                    F02
541   3956     558387.500    4205852.932       2651.200   21                    F02
541   3925     558387.500    4205461.141       2793.200   21                    F02
541   3874     558387.500    4204827.755       3016.000   21                    F02
541   3826     558387.500    4204223.589       3182.600   21                    F02
541   3776     558387.500    4203598.696       3309.800   21                    F02
541   3735     558387.500    4203090.355       3373.800   21                    F02
541   3692     558387.500    4202544.634       3449.600   21                    F02
541   3646     558387.500    4201969.353       3510.800   21                    F02
541   3600     558387.500    4201402.904       3564.800   21                    F02
521   4228     558137.500    4209248.559       1161.600   22                    F02
521   4197     558137.500    4208865.264       1323.400   22                    F02
521   4169     558137.500    4208511.193       1467.800   22                    F02
521   4149     558137.500    4208257.021       1583.000   22                    F02
521   4117     558137.500    4207865.230       1803.400   22                    F02
521   4084     558137.500    4207452.715       1997.000   22                    F02
521   4043     558137.500    4206931.798       2202.800   22                    F02
521   4022     558137.500    4206669.472       2300.800   22                    F02
521   3977     558137.500    4206107.103       2545.600   22                    F02
521   3936     558137.500    4205602.837       2754.000   22                    F02
521   3887     558137.500    4204982.024       2977.000   22                    F02
521   3829     558137.500    4204265.386       3175.400   22                    F02
521   3790     558137.500    4203777.770       3266.000   22                    F02
521   3748     558137.500    4203252.776       3336.800   22                    F02
521   3700     558137.500    4202648.613       3405.400   22                    F02
521   3663     558137.500    4202190.221       3457.000   22                    F02
521   3626     558137.500    4201723.675       3496.200   22                    F02
521   3584     558137.500    4201198.684       3545.200   22                    F02
511   4230     558012.500    4209269.286       1164.200   23                    F02
511   4202     558012.500    4208923.708       1318.400   23                    F02
511   4172     558012.500    4208552.648       1472.800   23                    F02
511   4146     558012.500    4208223.717       1607.600   23                    F02
511   4128     558012.500    4207998.430       1739.800   23                    F02
511   4104     558012.500    4207694.310       1906.400   23                    F02
511   4068     558012.500    4207252.910       2092.600   23                    F02
511   4036     558012.500    4206852.623       2249.400   23                    F02
511   4006     558012.500    4206477.825       2403.600   23                    F02
511   3957     558012.500    4205865.166       2668.200   23                    F02
511   3924     558012.500    4205448.571       2827.400   23                    F02
511   3874     558012.500    4204819.597       3006.200   23                    F02
511   3833     558012.500    4204315.334       3167.800   23                    F02
511   3786     558012.500    4203719.323       3288.000   23                    F02
511   3737     558012.500    4203115.160       3354.000   23                    F02
511   3690     558012.500    4202527.645       3425.000   23                    F02
511   3651     558012.500    4202031.875       3464.200   23                    F02
511   3609     558012.500    4201506.884       3535.400   23                    F02
511   3573     558012.500    4201056.987       3579.400   23                    F02
501   4234     557887.500    4209319.237       1142.000   24                    F02
501   4207     557887.500    4208990.310       1286.600   24                    F02
501   4181     557887.500    4208661.043       1443.400   24                    F02
501   4159     557887.500    4208386.144       1561.000   24                    F02
501   4137     557887.500    4208115.325       1712.800   24                    F02
501   4113     557887.500    4207811.202       1874.600   24                    F02
501   4076     557887.500    4207348.736       2053.400   24                    F02
501   4049     557887.500    4207015.389       2190.600   24                    F02
501   4030     557887.500    4206777.868       2286.000   24                    F02
501   4001     557887.500    4206415.300       2440.400   24                    F02
501   3975     557887.500    4206081.957       2570.200   24                    F02
501   3935     557887.500    4205590.267       2785.800   24                    F02
501   3895     557887.500    4205090.419       2945.000   24                    F02
501   3866     557887.500    4204727.852       3020.800   24                    F02
501   3842     557887.500    4204427.807       3099.200   24                    F02
501   3799     557887.500    4203890.246       3219.400   24                    F02
501   3761     557887.500    4203411.126       3297.800   24                    F02
501   3732     557887.500    4203044.481       3363.800   24                    F02
501   3697     557887.500    4202606.817       3408.000   24                    F02
501   3659     557887.500    4202132.116       3474.000   24                    F02
501   3618     557887.500    4201623.775       3537.800   24                    F02
501   3584     557887.500    4201194.607       3574.600   24                    F02
491   4233     557762.500    4209315.160       1149.400   25                    F02
491   4201     557762.500    4208915.215       1325.800   25                    F02
491   4175     557762.500    4208590.365       1470.400   25                    F02
491   4146     557762.500    4208227.797       1671.200   25                    F02
491   4132     557762.500    4208044.304       1779.000   25                    F02
491   4128     557762.500    4207998.430       1801.000   25                    F02
491   4098     557762.500    4207623.632       1979.800   25                    F02
491   4062     557762.500    4207169.320       2156.200   25                    F02
491   4024     557762.500    4206702.773       2322.800   25                    F02
491   3998     557762.500    4206373.507       2455.000   25                    F02
491   3972     557762.500    4206052.733       2575.000   25                    F02
491   3947     557762.500    4205731.963       2717.200   25                    F02
491   3916     557762.500    4205352.746       2859.200   25                    F02
491   3883     557762.500    4204936.150       2986.600   25                    F02
491   3854     557762.500    4204577.660       3074.800   25                    F02
491   3826     557762.500    4204223.589       3172.800   25                    F02
491   3789     557762.500    4203757.042       3258.600   25                    F02
491   3758     557762.500    4203377.825       3312.400   25                    F02
491   3741     557762.500    4203156.954       3356.400   25                    F02
491   3702     557762.500    4202673.760       3425.000   25                    F02
491   3676     557762.500    4202344.491       3459.400   25                    F02
491   3638     557762.500    4201873.528       3515.800   25                    F02
491   3603     557762.500    4201432.128       3559.800   25                    F02
491   3558     557762.500    4200869.417       3591.600   25                    F02
671   4185     560012.500    4208715.410       1112.600   26                    F02
671   4152     560012.500    4208302.892       1281.800   26                    F02
671   4120     560012.500    4207898.528       1443.400   26                    F02
671   4094     560012.500    4207573.003       1595.200   26                    F02
671   4073     560012.500    4207315.093       1725.200   26                    F02
671   4051     560012.500    4207031.701       1859.800   26                    F02
671   4027     560012.500    4206731.997       2014.200   26                    F02
671   3993     560012.500    4206310.982       2166.000   26                    F02
671   3962     560012.500    4205923.611       2300.800   26                    F02
671   3924     560012.500    4205452.987       2479.600   26                    F02
671   3879     560012.500    4204886.199       2690.200   26                    F02
671   3841     560012.500    4204411.159       2879.000   26                    F02
671   3796     560012.500    4203848.788       3043.000   26                    F02
671   3751     560012.500    4203282.000       3212.000   26                    F02
671   3694     560012.500    4202577.935       3378.600   26                    F02
671   3642     560012.500    4201919.402       3508.400   26                    F02
741   4107     560887.500    4207732.030       1450.600   27                    F02
741   4078     560887.500    4207377.956       1661.200   27                    F02
741   4045     560887.500    4206961.022       1879.200   27                    F02
741   4010     560887.500    4206527.776       2033.800   27                    F02
741   3965     560887.500    4205965.404       2244.400   27                    F02
741   3930     560887.500    4205527.743       2398.600   27                    F02
741   3899     560887.500    4205136.294       2513.800   27                    F02
741   3873     560887.500    4204811.104       2609.400   27                    F02
741   3823     560887.500    4204186.211       2808.000   27                    F02
741   3771     560887.500    4203532.094       2976.800   27                    F02
741   3742     560887.500    4203173.604       3087.200   27                    F02
741   3700     560887.500    4202644.536       3243.800   27                    F02
741   3656     560887.500    4202102.892       3351.600   27                    F02
741   3619     560887.500    4201632.268       3442.200   27                    F02
741   3569     560887.500    4201011.114       3552.400   27                    F02
741   3527     560887.501    4200482.046       3648.000   27                    F02
741   3496     560887.501    4200094.672       3753.400   27                    F02
751   4154     561012.500    4208319.543       1139.600   28                    F02
751   4126     561012.500    4207969.549       1347.800   28                    F02
751   4097     561012.500    4207615.478       1551.000   28                    F02
751   4070     561012.500    4207269.561       1732.400   28                    F02
751   4035     561012.500    4206840.392       1943.000   28                    F02
751   3989     561012.500    4206256.954       2168.200   28                    F02
751   3939     561012.500    4205632.061       2371.800   28                    F02
751   3896     561012.500    4205102.993       2521.200   28                    F02
751   3859     561012.500    4204632.030       2643.600   28                    F02
751   3821     561012.500    4204161.404       2780.800   28                    F02
751   3771     561012.500    4203540.591       2974.400   28                    F02
751   3739     561012.500    4203140.304       3096.800   28                    F02
751   3700     561012.500    4202653.029       3239.000   28                    F02
751   3657     561012.500    4202106.969       3356.600   28                    F02
751   3591     561012.500    4201282.274       3503.600   28                    F02
751   3541     561012.501    4200657.043       3640.600   28                    F02
751   3512     561012.501    4200294.475       3738.600   28                    F02
731   4155     560762.500    4208336.193       1125.000   29                    F02
731   4118     560762.500    4207873.723       1372.400   29                    F02
731   4085     560762.500    4207461.205       1600.000   29                    F02
731   4056     560762.500    4207098.980       1798.400   29                    F02
731   4045     560762.500    4206961.361       1854.800   29                    F02
731   3996     560762.500    4206352.776       2094.800   29                    F02
