X,Y
576974.3,4202638.0
576974.25,4202638.0
576974.2,4202638.0
576974.1,4202638.0
576974.06,4202638.0
576974.0,4202638.0
576973.94,4202638.0
576973.9,4202638.0
576973.8,4202638.0
576973.75,4202638.0
576973.75,4202637.5
576973.7,4202637.5
576973.6,4202637.5
576973.56,4202637.5
576973.5,4202637.5
576973.44,4202637.5
576973.4,4202637.5
576973.44,4202638.0
576973.5,4202638.0
576973.56,4202638.0
576973.56,4202638.5
576973.6,4202638.5
576973.7,4202638.5
576973.75,4202638.5
576973.75,4202639.0
576973.8,4202639.0
576973.8,4202639.5
576973.8,4202640.0
576973.8,4202640.5
576973.8,4202641.0
576973.8,4202641.5
576973.8,4202642.0
576973.9,4202642.0
576973.9,4202642.5
576973.94,4202642.5
576973.94,4202643.0
576974.0,4202643.0
576974.06,4202643.0
576974.06,4202643.5
576974.1,4202643.5
576974.2,4202643.5
576974.25,4202643.5
576974.3,4202643.5
576974.3,4202644.0
576974.4,4202644.0
576974.44,4202644.0
576974.5,4202644.0
576974.56,4202644.0
576974.6,4202644.0
576974.7,4202644.0
576974.75,4202644.0
576974.75,4202644.5
576974.8,4202644.5
576974.9,4202644.5
576974.94,4202644.5
576975.0,4202644.5
576975.06,4202644.5
576975.1,4202644.5
576975.2,4202644.5
576975.25,4202644.5
576975.3,4202644.5
576975.4,4202644.5
576975.44,4202644.5
576975.5,4202644.5
576975.56,4202644.5
576975.6,4202644.5
576975.7,4202644.5
576975.7,4202645.0
576975.75,4202645.0
576975.8,4202645.0
576975.9,4202645.0
576975.94,4202645.0
576976.0,4202645.0
576976.06,4202645.0
576976.1,4202645.0
576976.2,4202645.0
576976.25,4202645.0
576976.3,4202645.0
576976.4,4202645.0
576976.44,4202645.0
576976.5,4202645.0
576976.56,4202645.0
576976.6,4202645.0
576976.7,4202645.0
576976.75,4202645.0
576976.8,4202645.0
576976.9,4202645.0
576976.94,4202645.0
576977.0,4202645.0
576977.06,4202645.0
576977.1,4202645.0
576977.2,4202645.0
576977.25,4202645.0
576977.3,4202645.0
576977.4,4202645.0
576977.44,4202645.0
576977.5,4202645.0
576977.56,4202645.0
576977.56,4202644.5
576977.6,4202644.5
576977.7,4202644.5
576977.75,4202644.5
576977.8,4202644.5
576977.9,4202644.5
576977.94,4202644.5
576978.0,4202644.5
576978.06,4202644.5
576978.1,4202644.5
576978.2,4202644.5
576978.25,4202644.5
576978.3,4202644.5
576978.4,4202644.5
576978.44,4202644.5
576978.44,4202644.0
576978.5,4202644.0
576978.56,4202644.0
576978.6,4202644.0
576978.7,4202644.0
576978.75,4202644.0
576978.8,4202644.0
576978.8,4202643.5
576978.9,4202643.5
576978.94,4202643.5
576979.0,4202643.5
576979.0,4202643.0
576979.06,4202643.0
576979.1,4202643.0
576979.1,4202642.5
576979.2,4202642.5
576979.2,4202642.0
576979.2,4202641.5
576979.25,4202641.5
576979.25,4202641.0
576979.3,4202641.0
576979.3,4202640.5
576979.4,4202640.5
576979.4,4202640.0
576979.44,4202640.0
576979.5,4202640.0
576979.5,4202639.5
576979.56,4202639.5
576979.56,4202639.0
576979.6,4202639.0
576979.6,4202638.5
576979.7,4202638.5
576979.7,4202638.0
576979.7,4202637.5
576979.6,4202637.5
576979.6,4202637.0
576979.56,4202637.0
576979.5,4202637.0
576979.5,4202636.5
576979.44,4202636.5
576979.5,4202636.0
576979.56,4202636.0
576979.56,4202635.5
576979.6,4202635.5
576979.6,4202635.0
576979.7,4202635.0
576979.7,4202634.5
576979.75,4202634.5
576979.75,4202634.0
576979.8,4202634.0
576979.9,4202634.0
576979.9,4202633.5
576979.94,4202633.5
576980.0,4202633.5
576980.0,4202633.0
576980.06,4202633.0
576980.1,4202633.0
576980.1,4202632.5
576980.2,4202632.5
576980.25,4202632.5
576980.25,4202632.0
576980.3,4202632.0
576980.4,4202632.0
576980.4,4202631.5
576980.44,4202631.5
576980.5,4202631.5
576980.5,4202631.0
576980.56,4202631.0
576980.6,4202631.0
576980.7,4202631.0
576980.7,4202630.5
576980.75,4202630.5
576980.8,4202630.5
576980.8,4202630.0
576980.9,4202630.0
576980.94,4202630.0
576981.0,4202630.0
576981.0,4202629.5
576981.06,4202629.5
576981.1,4202629.5
576981.2,4202629.5
576981.25,4202629.5
576981.3,4202629.5
576981.4,4202629.5
576981.44,4202629.5
576981.5,4202629.5
576981.56,4202629.5
576981.6,4202629.5
576981.7,4202629.5
576981.75,4202629.5
576981.8,4202629.5
576981.8,4202630.0
576981.9,4202630.0
576981.94,4202630.0
576982.0,4202630.0
576982.06,4202630.0
576982.1,4202630.0
576982.2,4202630.0
576982.25,4202630.0
576982.3,4202630.0
576982.4,4202630.0
576982.44,4202630.0
576982.5,4202630.0
576982.5,4202630.5
576982.56,4202630.5
576982.6,4202630.5
576982.7,4202630.5
576982.75,4202630.5
576982.8,4202630.5
576982.9,4202630.5
576982.94,4202630.5
576982.94,4202631.0
576983.0,4202631.0
576983.06,4202631.0
576983.1,4202631.0
576983.2,4202631.0
576983.25,4202631.0
576983.3,4202631.0
576983.4,4202631.0
576983.44,4202631.0
576983.44,4202631.5
576983.5,4202631.5
576983.56,4202631.5
576983.6,4202631.5
576983.7,4202631.5
576983.75,4202631.5
576983.8,4202631.5
576983.9,4202631.5
576983.9,4202632.0
576983.94,4202632.0
576984.0,4202632.0
576984.06,4202632.0
576984.1,4202632.0
576984.2,4202632.0
576984.25,4202632.0
576984.3,4202632.0
576984.4,4202632.5
576984.44,4202632.5
576984.5,4202632.5
576984.56,4202632.5
576984.6,4202632.5
576984.7,4202632.5
576984.7,4202633.0
576984.75,4202633.0
576984.8,4202633.0
576984.9,4202633.0
576984.94,4202633.0
576985.0,4202633.0
576985.0,4202633.5
576985.06,4202633.5
576985.1,4202633.5
576985.2,4202633.5
576985.25,4202633.5
576985.3,4202633.5
576985.3,4202634.0
576985.4,4202634.0
576985.44,4202634.0
576985.5,4202634.0
576985.56,4202634.0
576985.6,4202634.0
576985.6,4202634.5
576985.7,4202634.5
576985.75,4202634.5
576985.8,4202634.5
576985.9,4202634.5
576985.94,4202634.5
576985.94,4202635.0
576986.0,4202635.0
576986.06,4202635.0
576986.1,4202635.0
576986.2,4202635.0
576986.25,4202635.0
576986.3,4202635.0
576986.3,4202635.5
576986.4,4202635.5
576986.44,4202635.5
576986.5,4202635.5
576986.56,4202635.5
576986.6,4202635.5
576986.6,4202636.0
576986.7,4202636.0
