  574512.500 4209361.374    1350.200 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  574512.500 4209094.629    1568.400 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  574512.500 4208765.362    1776.600 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  574512.500 4208427.942    2006.800 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  574512.500 4208090.518    2207.600 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  574512.500 4207836.346    2352.200 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  574512.500 4207582.177    2484.600 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  574512.500 4207223.687    2692.800 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  574512.500 4206811.511    2888.600 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  574512.500 4206365.350    3045.400 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  574512.500 4206057.153    3153.200 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  574512.500 4205173.672    3393.400 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  574512.500 4204544.702    3542.800 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  574512.500 4204003.058    3689.800 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  574512.500 4203774.032    3760.800 43 1 3F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4211469.494    1117.600 43 1 1F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4211115.423    1196.000 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4210782.080    1294.000 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4210486.114    1384.600 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4210181.988    1445.800 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4209927.820    1512.000 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4209519.378    1649.200 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4209148.657    1793.600 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4208831.964    1953.000 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4208573.715    2097.400 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4208277.746    2229.800 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4207973.626    2376.800 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4207669.507    2516.400 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4207336.163    2692.800 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4206990.246    2817.600 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4206594.378    2974.400 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4206332.052    3062.600 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4205944.677    3192.600 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4205552.890    3327.200 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4205057.119    3486.400 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4204623.874    3606.400 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4204228.006    3721.600 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575512.500 4203990.484    3770.600 43 1 3F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4211561.242    1110.200 43 1 1F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4211244.546    1203.400 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4210911.203    1311.200 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4210648.538    1401.800 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4210436.163    1458.000 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4210236.017    1490.000 43 1 2F01                                               LM   TIME        futai                   meters              ms    
